Rating,Title,Text
1.0,Are these new versions cheaply made or was mine a bust?,"  Big fan of the wyze cams, have a handful of the older versions. Excited to try this new version. Has a good new look, Set up was easy like the originals. HOWEVER within a week it stopped working... no lights, no power, just died. I tried resetting, or using different plugs etc. ...Nothing. Unfortunately I waited awhile after I received it to use it, so I'm also like 3 days out of the return policy now. I'm obviously not going to shell out another $40 to give it a second chance. Pretty unsatisfied customer to say the least."
1.0,Great the first night-stopped working the 2nd night,"  We used it as a monitor in our daughter’s room. The camera worked really well the first night. We were very impressed with the quality of images.  The next night when I turned it on, there was a message that there is a firmware update. I tried doing the firmware update and it tried updating all night and it just kept updating and never stopped (after 8 hours). I followed the troubleshooting guide and unplugged it, plugged it back in and nothing. I switched outlets and plugs as the troubleshooting directions happened and nothing. I tried deleting the camera from the app and deleting the app and reinstalling and nothing."
1.0,V3 is now ONLY a CLOUD cam- no local access.  How disappointing.,"  I read lots and lots of reviews on the ""Wyze Cam"" without really paying too much attention to v2 vs. v3.  But I should have!  v2 has ""RTSP"" support- which means you can connect to it from your local network or 3rd party apps like tinycam without going through the Wyze cloud.  BUT- they KILLED THAT FUNCTIONALITY for the v3!!!  Reading out on the Wyze forums, it seems like this functionality was promised LAST FALL (it's now almost Fall one year later!) but WYZE hasn't delivered.  How sad.  I'll be returning this useless-to-me piece of scrap metal."
5.0,Best and Easiest Surveillance EVER !!,
1.0,WORSE than POOR Wifi capabilities,"  I have a dual band, 2.4/5 Ghz wifi router that sits ~30', with direct line of sight (NOTHING in between the router and the wifi cam) and the crappy $30 cameras will not stay connected. These are useless for anything. I bought 4 ea. and set them up in the living room, and 1 at the front door (30' away with line of sight to the wifi router) and none of them would stay connected. I was always seeing them disconnected, all times of the day and night; what good are they to my family if they won't stay connected via wifi?!Sad part was Wyze support was NO SUPPORT and could not get them to even respond over a week+ period of time with anything other than WE WILL GET BACK TO YOU, THANKS FOR YOUR EMAIL. Stay away from these cameras and stay away from wifi cameras, just wire them in, unless they are extremely temporary and you do not need to rely on them for anything other than having a dummy camera setup.I DO NOT recommend these for anyone wanting even a most rudimentary camera system."
2.0,"Great image quality, but comes with too many faults / strings","  The jump in image quality from the V2 camera to the V3 camera is amazing.  What is also amazing, but not in a good way, are all the faults, and the lack of progress in fixing them.Wyze has released dozens of new products, and makes a big splash with their introduction, but then does nothing to fix the faults in the existing products.Right now, the V3 cameras are _supposed_ to pay attention to a user-defined detection zone in order to cut down on false positives.  However, the forums are full of people complaining that the feature does not work.  I have this problem right now, with dozens of false positives per day making the camera useless for it's intended purpose.Of course, Wyze is happy to solve your problem with the CamPLUS subscription service for $1.25 / camera / month!It's become obvious that Wyze has transitioned from a purveyor of affordable devices to using those devices to sell subscriptions to the services they offer.However,  if you're like me and just wanted a camera that _didn't_ require a subscription service to make it useful, you end up with a decent piece of hardware that is almost useless.They also used to have a sensor system that plugged into back of the (V2) cameras, that hand window and motion sensors that worked just fine.  Now you gotta spend $5/mo plus an up front HW cost for a ""home monitoring service"".It's hard to tell if they had all this in mind at the outset, or if the economics of their situation (as they have stated) did force them to push all these subscription services, but in the long run, it just blows what was originally a pretty good idea.Another downside, and this is a byproduct of their push to sell subscription services, is that Wyze products do not support integration with any other home automation systems, especially open source ones like OpenHab, Home Assistant, etc.I think if they just limited their focus fewer products, they could afford to fix the problems and not have to push the subscription model so much."
5.0,I purchased 7 cameras...,"  After installing these at my house and using them for a few months here are the overall pros/cons I've experienced:Pros: At this price there is nothing better. Believe me, I've wasted a lot of time/money with other cameras in the $25-$35 range and these V3's are the best for the price. Very easy to install. Since they don't weigh much 1 screw is all that's needed per camera. They look modern/sleek. Video quality during the day and at night with is good (not excellent). Don't expect to be able to see any license plate numbers beyond 10 feet from the cameras because that won't happen. I'm glad users can turn off the very visible blue yes, blue light on each camera. Wyze...what the heck were you thinking when you chose that color? LOL...stick with what has and will forever look best for cameras...red status light! I'm in the central valley of California and temperatures have recently been near 100 and the cameras haven't had any overheating issues. Person detection and push notifications of persons detected works great and is worth the $2.00/per month per camera charge. I have the most entry level standard wifi plan with AT&T and person notifications arrive on my iPhone in about 10 seconds.Cons: Since only 1 screw holds these cameras they can easily be stolen in less then 5 seconds. Not joking. All it takes is one good pull and the camera + the sd card inside (if you put one in) are gone. With the exception of person detection that works great all other notifications (package, cars, motion etc) are ABSOLUTELY HORRIFIC. It doesn't matter what sensitivity setting you chose or what zones you have set if you don't turn OFF all these notifications (except persons) you'll be very upset with the detection capabilities. Wyze really needs to work on their zone and sensitivity settings. Setting zones and sensitivity levels is useless because even if something is out of the zone or on sensitivity level 1 (lowest) I still receive tons of false notifications. This is why I only have person detection on. It's really the only reason why I have a paid subscription.Overall...for the price I can't give this less then 5 stars and CNET, PC Magazine, Editors Choice etc agree. No other company is able to deliver a camera like this at the ridicoulously low price of $25/each. Note, that when these V3 cameras are sold out on the official Wyze site Amazon increases the price to $33 per camera."
5.0,Life saver,
2.0,Worked well when it worked.,"  Really liked it at first. I have a couple wyze cameras. I had purchased it thinking it was wireless, so that was my error, but the cord has a weather seal and it seems ok. The base is magnetic and it's a nice compact camera so it didn't matter since I had a place I could use it. The field of view was nice and wide. It was light weight unit and the stand allowed to be moved to where I needed it to cover. Out of the box, 4 or 5 stars.Why 1 star in the review? It worked for a few days. Now it won't connect to my network at all. I've reset the camera, I've deleted and tried it to reinstall it,, restarted  my network, checked everything... it won't connect work. My other brand cameras and other wyze cameras still connect. This one just stopped.Maybe I just got a dud? I don't know but it's disappointing."
3.0,"Even after 3 firmware upgrades, still several firmware issues need fixing!","  V3 Wider angle lens than V2, less magnification and more fisheye like image distortion.  Very impressive low light sensitivity.Update 07/2021:  firmware updates provided minor improvement.  Cameras still timeout and go offline when connected to ubiquiti mesh access points, requiring power cycling to restore connection. Bought another brand of access points and eliminated mesh network with wires, some camera connection  improvement.  Camera firmware still goes offline due to frequent internet loss at remote rural location requiring power cycling.  Since my cabin is 700 miles away I still have to rely on PG&E frequent outages to reset my cameras. Unacceptable that V1, V2, and V3 cameras go offline and  require power cycling due to frequent internet connection drops  even after mesh network issues removed.  I have personally developed network interface hardware and drivers which could handle these issues so I believe the camera firmware could be improved.Hoping Starlink order filled soon to improve my internet to reduce cameras going offline.  5 months since my deposit for starlink beta...Original review:Firmeare buggy.  Camera Times out and goes offline until power cycled because ubiquiti mesh network nodes go into power save mode, I cant cycle camera power without driving 700 miles to the cabin location.Another serious bug, v3 camers ignore video resolution when set to 360p and self-change to SD resolution. Location has DSL that often benchmarks at 250Kbps down and 80Kbps up, so can only turn on single camera or overload upstream bandwidth.  Camera comes on at SD then tells me network is unstable and i should switch to 360p mode - it was set to 360p until i turned it off and back on.  App or firmware???Also, have to turn off all but 1 of the 10 cameras or network overload causes most to go offline until oower cycled.  Should be able to keep cameras enabled at HD but ONLY recording to local SD so they dont overload network upstream bandwidth.  AS IS, they are USELESS with low bandwidth connections.Another bug: DHCP timeouts because ubiquiti mesh network slow to configure after frequent power outages by PG&E. These could work much more reliably if static IP was an option.  Otherwise camera goes offline until next power outage resets then if lucky comes back online...Wish i could download firmware image to local NFS or SMB share or my phone and verify checksum then push to the multiple cameras, currently each camera fails firmware upsate 3-5 times before successful so to update all 10 cameras takes more than a day with all the retries.Have reported multiple firmware bugs on Wyze support forum without responses.Hopefully firmware will be fixed soon  V2 cameras took a lot of time to fet mostly stable.Hopefully Starlink service will  be offered soon to solve my DSL peoblems.  No other options for internet."
1.0,motion detection broken unless you pay,"  There is a 5 minute deadtime interval after any motion event, during which time it will not identify/record any new motion events., even if you are recording to your SD card. This is a deliberately broken feature, that miraculously goes away if you pay extra for the monthly service.This is not listed on any of the publicity pages, but only found if you go digging for it through their website."
1.0,Why Wyze???,"  First and foremost, it saddens me that I'm writing this review. I have several Wyze products that I LOVE, seriously. Before this purchase, I was a VERY SATISFIED customer. Well, that's now ended after buying the Wyze Cam V3. I purchased one on Amazon and another at Home Depot. The Amazon one has now been returned and I'm not sure about buying another Wyze product for now.  I cannot tell you how many various issues I continue to have with the camera. I will give you a few examples:I. Bought the camera and then purchased cam plus to be able to capture full events. Motion sensitivity for the camera was set at 38 and it was recording events but not the full events. Emailed support, honestly no help at all. I resolved nothing and canceled cam plus. This past weekend it stopped recording events altogether and I had to set the camera to sensitivity 100. It was working on sensitivity 38 with some issues but it was recording events (just not full events). WHAT HAPPENED, WHO KNOWS??2. The camera's night vision and IR were turned OFF. They are now back on, I didn't turn them on.3. I have the camera set to turn off and on at a certain time. It was working fine, now it's recording all day.I have spent so much time attempting to resolve issues and getting nowhere. Support no help and generic assistance. They will tell you stuff like reboot the camera, force close the app. It's starting to sound like I'm going to have to do it DAILY. Just to get it to work as it should! I have a Yi camera that works with no issues. No force closes or constant reboots needed, what gives?Wyze has fallen off with this camera and I'm tired of working so hard trying to get this just to work as it should.It's $32, don't expect much."
1.0,NO SUPPORT!!!,  The camera is okay BUT there is NO SUPPORT! I clicked on a link in my sign up email from 2 weeks ago for support and the page no longer exist!! I purchased a subscription and the app states I have a subscription. To active I have a choice of clicking the camera which sends me to a page to PURCHASE another subscription or click subscription which sends me to a page to PURCHASE another camera! No instructions on how to get the camera and subscription paired. Without the pairing the camera is worthless!
1.0,This is a huge downgrade to original units,"  I have over 10 of these cameras from Wyze. I just got 2 new V3 units. I am utterly disappointed. Are they better in night visition? YES, better picture YESBut, I can't even get these to stream live without buffering like mad on the same wifi network not even viewing from outside the network!!!!! Likewise I can not view playbacks for more than 2-3 sec before buffering for 15sec and playing again for 2-3 sec and having the same thing happen. Seems to have gotten worse with the firmware updates. These are not usable to view what is going on or to see what happened!!!"
1.0,"It's a toy camera, one step up from fake security camera","  If you don't have anything better to do then spend time getting customer support you might like this. Also,if you aren't using the camera for security and you don't care about accuracy then it's ok. The camera/software doesn't know the difference between motion and person. Frequently it won't record at all. You will see a person leave but you didn't see them come in or vice versa. Plus you will have to wade through about 60 motion recordings per hour to see if you can find the person. It is supposed to record persons but it is just as likely to record a person a a motion. It might be difficult to understand what I'm saying - but this camera is not reliable. You will spend hours a week wading through customer support which is not helpful AT ALL. They are so busy releasing crappy new (most likely reseller) products from China that they don't give a damn about improving or supporting the products they already have. You might be able to find a similar camera on Ali Express directly from China. So, if you want a toy so you can randomly watch your cat when it decides to record and you don't care about the quality of the recording, this camera is for you. An additional insult about this product is there is no way to view or manage it from your pc."
4.0,Does a decent enough job for a good price,
3.0,"Worked great for 2.5 months, until Dec 2021 firmware update broke it","  I loved my Wyze v3. Since September 2021, I have used it to record critters in my yard at night. It was fairly easy to set up the rules so that I got notifications at certain time frames, as well as set when the camera turned on/off. I bought CAM Plus so I got recordings of entire motion events, versus only 12 seconds at a time.Unfortunately, the camera didn’t survive the latest firmware update (December 2021). After I updated my camera firmware on December 4, the app started acting up, telling me the camera was off or offline when it was on and recording and sending me notifications. I did all the steps to fix the app issues, deleted the app and reinstalled on my iphone. I then deleted the device on the app. When I tried adding it back, the camera won’t read the QR code. Wyze says it’s firmware related but wanted to get rid of my complaint by giving me a replacement. Giving me a new camera won’t fix the problem because when I upgrade the camera’s firmware, it will turn the new camera into a paperweight. After Wyze support offered no fix to their firmware and kept pushing my warranty replacement (= new paperweight) I called Amazon. The Amazon rep told me other customers are reporting the same issue related to the latest firmware update ruining their Wyzecam v3.Wyze team, please resolve the firmware issue so v3 owners can scan QR codes and use the device again."
1.0,Wyze support is lacking and nonsensical. Avoid unless you want to roll the dice.,"  Long story short, my base station was unpaired while it was off, and this apparently means that it can literally never be connected to wifi ever again. The app lets you do this, which is pretty bad design.It took over a week of back and forth to get to someone who could help, and they did send out a replacement base station. However, now my existing outdoor cam will not pair with the replacement base station, and their response is that this might get fixed sometime in a future update.So Wyze basically knew that the existing outdoor cam would never be able to work with the base station replacement that they sent me. Think about that for a minute. In the meantime, I have an unusable outdoor cam with a 1 year Wyze Plus subscription that prepaid.The camera itself is good, and it has its pros and cons compared to blink and arlo. However, I would absolutely avoid this company if you run into issues and want to get them resolved."
1.0,Motion Detection is Mystifyingly Poor,"  All of these low end surveillance cameras (Wyze, Blink, etc.) have the same issue with motion detection:  they're too smart for their own good.They detect insects buzzing around the lens but miss cars and animals.  Puzzling.The pattern I notice is that the camera doesn't notify my app right away after something gets in front of the lens.  It thinks about it and then decides to preserve the recording then it tells me.A person is typically recognized right away.A car driving towards the camera with it's lights on at night, not so much.Wildlife walking 15 feet in front of the camera typically doesn't register at all.The camera's algorithm seems to be discarding these objects as valid motion.The sun shining in the lens is detected like a mofo though...  or shadows on the ground from the trees...The motion detection needs a lot of work.  Or they need to allow users to tweak the settings so that specific items are not ignored (pure sensitivity settings don't seem to solve the issue).I would argue the motion detection is almost all of the value of these cameras, otherwise it makes more sense to have a traditional camera system that just records all the time."
1.0,Would not stay connected,"  Was very excited to get the new V3 since I own 2 V2's that have performed flawlessly over the past year or so. I was looking forward to the enhanced night time vision. Ordered one and got it configured with no issues. Then put in a memory card and that's when things went south. Disconnected it and even deleted it from the app, but when I tried to re-add it, the camera would never say, ""Ready to connect"" no matter what I did. So I returned it and just got a replacement figuring that I just got a defective one. The second one was just as easy to connect, but after I put the memory card in, it disconnected and I had to take the memory card out to reconnect. So I thought I would just use it without the memory card, and about 2 hours after connecting it back up, it disconnected again. Not reliable enough to keep, so I sent them both back. Will have to wait until they work out the bugs. Once that happens, I'll probably get another one."
1.0,Camera ok but service is bad,"  I bought the camera to watch my second house while I wasn't there, my wife rented it out so I no longer needed the camera. I tried for a half hour to cancel but was never given that option, only got the option to sign up for what I already had. Eventually I was given a phone number for support. After waiting for 15 minutes they answered, I guess they answer from home now because there was so much noise from kids in the background that she couldn't hear me and I couldn't hear her. After 30 minutes she told me they couldn't find my account so it must 3 already be gone. She informed me that if I was charged again I could call back for a refund, but really she ""thought"" I was already cancelled. When I got off the phone I found my account still open on the app, I was able to go thru to Google play store to see that they were still going to charge me when my year was up. But this time i also had a cancel button so I cancelled. I won't use a service that is easy to sign up for but is near impossible to cancel. I was going to use wyze to get protection for my home but this convinced me to look elsewhere."
1.0,"Cheap Price, Cheap Quality","  You get what you pay for. I read so many articles and reviews saying these cameras were good but neglected to read the reviews directly from the app. The cameras are fine, but the software that monitors and alerts is horrible! Their ""AI"" is untrainable and detects every shadow or moving branch as a car or person. If I lower the sensitivity to stop getting false positives it won't even detect me standing directly in front of the camera. I thought if I kept submitting the clips to Wyze to ""help improve AI,"" eventually my labeling for them would help, but nope. I've probably submitted 200 false positives and there's been no improvements. This is significantly worse than the old Ring system I had. In summary, if you want notifications every minute for a gust of wind this is the camera for you. If you want something to accurately notify you when a person or vehicle is present you should spend more to get something high quality. If I were only using it to drop in on a pet if would be fine, but that's about it."
1.0,My recorded events disappear constantly,"  I bought Cam V3 with extra storage card and subscribed to CAM PLUS as well.It records events, but when I go to view them, they all disappear.I called WYZE support and she was totally useless.I kept trying to explain that the camera does sense and record events fine, but they disappear within minutes when I try to view them.All I get is ""No events Records""She never understood that. She kept trying to help me to get it record events.What a dummy.Too late to return the camera.I do not know where the problem is.Could be bad camera but it seems more like a bad App.I am through with WYZE. Going back to RING."
1.0,It's always something with these cheap cams!,"  REVIEW UPDATE:  It always seems like there is SOMETHING with Wyze products!  I think the are so busy pushing out new, sub-par products that they never get anything fully ""right"".  I got a replacement for the dead cam through Amazon..... and now the other two are having issues!  I am using them with TinyCam Pro, in a ""cloud"" setup/setting.  First, if you update the firmware, they simply will not work at all with TinyCam, so had go through the hassle of reverting the firmware to make them work with TinyCam.  Then, every 3 minutes, each camera blanks out for approx. 5 seconds.  Sometimes the camera image pops back up, and other times when it does, TinyCam crashes.  I'm pretty tech savvy, and after looking at the code in the Wyze firmware update, it appears they have intentionally coded the firmware to make the cameras NOT function with anything other than the Wyze app.  Why make a substandard product when it could be so much more?  And why make such a sloppy app, that again, could be so much better??  Wyze is always on the verge of having a superior product for the money, but they always drop the ball in the end.FOLLOW UP:  One of the 3 cameras I received totally died on the 3rd day of use.  Amazon was great about returning it for a replacement, but that should not happen..... so my initial review has dropped from 3 to 2 stars.ORIGONAL REVIEW:This is what the original Wyze Cam should have been in regard to image clarity and night vision. The night vision is superior to any of the other Wyze cameras.  I purchased 3 of these cameras on the same order, and there is an image issue with each.... that being that each camera has a different zone within the onscreen image that is out of focus compared to the rest of the image. (cleaned all the camera lenses after mounting)  One camera has an out of focus area in a strip that runs from the lower right corner of the image, to the upper middle.  Another has a horizontal strip straight across the middle of the onscreen image, and the third has the entire right side of the onscreen image out of focus.  Another VERY annoying thing is that all of these camera go blank on the screen every 3 mins, for approx. 2 seconds, and then return to the image.  This happens like clockwork, with all three of the cameras I received. (I am using TinyCam Pro as the camera image/screen host.)  I found out the hard way that if you upgrade these, or any of the Wyze Cameras to the latest software version, they WILL NOT function with TinyCam Pro.  I had to download, and revert each camera individually to the old software in order for them to function with TinyCam Pro.  These cameras are still likely the best bang for the buck in terms of affordable security cameras, but it feels like Wyze just does barely enough to eek by getting the cameras to sell.  Although the advertising would have you believe otherwise, the only tangible thing you get for paying the extra money for the V3 cameras is the improved night vision, and that is almost offset by the annoyance of the image flash out every 3 minutes, and the out of focus areas within each camera's image."
1.0,Not worth the money unless you subscribe to Cam Plus,"  I used to really like Wyze. I purchased the first version when it first came out. I liked that it recorded to a local SD card.  I now have three older V1 cameras and have upgraded them to V3. I've had problems with all of them.First, the SD card was corrupted on two of then. The card was fine it just stopped working in the camera. I was able to format the SD card and it would work again.Next, the night vision sensor on two of the cameras stopped working.My biggest complaint however is that they limit the camera if you don't purchase their Cam Plus subscription.  Events are limited to 12 seconds of recording time and you can't fast forward the video. There's no reason for this limitation except to milk their customers for more money. To the accountants this makes sense but I HATE IT! I don't want to ever do business with companies that do it. If you do, you're making the world a little bit worse.I've decided to switch to Eufy cameras and will be retiring Wyze.  At this point I don't know enough about Eufy cameras to recommend them but I can definitely recommend avoiding Wyze."
1.0,"WYZE - BAD product, BAD service - Do not purchase this product unless you want to waste your money","  It is impossible to get in touch with WYZE support.  The fact that they are so difficult to contact is a definite NO for this product.  Also, despite following the instructions on activating motion and sound detection, the camera does not send alerts or appear to be properly recording motion and sound.I've watched multiple videos to no avail.  The settings are correct, the camera is crap and you can't contact WYZE support via phone number that you have to google search to find.  In fact, the support call number disconnects after the message that the call volume is high while the music is playing.  A second number that is provided does not list office hours and the voicemail box is full.  Email and chat line is equally disappointing.  Chat line does not indicate hours of operation and no response was received from email to their support mailbox.In order to setup the camera, I was required to buy a 1-year annual cloud service.  Apparently, you cannot cancel this service even though you did not actually want to purchase it.  I tried to cancel within minutes of paying only to find out that there is no way to cancel via Apple bill, PayPal and NO Refunds.I would NOT recommend any product from this company."
5.0,Good price - impressive picture,"  Needed a camera to watch the dog when it was in another room.The Wyze v3 was inexpensive so I thought I would give it a try.It is very nice.  A nice set of features.  Good picture (on an iphone 8plus it is as sharp as if I was standing in the room) .  Good night vision (in color depending on how dark it is).  Two way talk.  Live streaming.  Video playback.  The phone app has a nice set of features too.  The phone app also has 2 factor authentication (YEAH!!  All apps should!!  don't let the hackers into your IoT because they stole or guessed your password!) - though it isn't token or authenticatorApp based...still way better than just a password.I read somewhere that the event captured videos used to go through China servers (though they were encrypted) but more recently I read that Wyze changed that so all video from US cameras stay in the US.  If that worries you, check into it - don't take my word on it.I also bought a Micro SD card (from Amazon of course) so the continuous video recording stays on the device (on the SD card):  SanDisk 32GB MAX Endurance microSDHC Card with Adapter for Home Security Cameras and Dash cams - C10, U3, V30, 4K UHD, Micro SD Card - SDSQQVR-032G-GN6IA  : https://www.amazon.com/gp/product/B084CJLNM4/ref=ppx_yo_dt_b_asin_title_o05_s00?ie=UTF8&psc=1It holds about 4 days worth of continuous video in the camera.  The continuous video on the SD card is accessible via the app (and the app servers are in the cloud like everything else) but is supposed to be end-to-end encrypted.I think motion alerts are part of the subscription package ($20 a year per camera) but I'm not using those so I don't know for sure.  From what I could tell, all cameras are now charging a subscription fee.  There is no fee to record to the local SD card.  (The SD card has to be formatted FAT32 so Wyze claims the camera  can only support cards up to 32GB.  Some people online have said they managed to get cards as high as 128GB to work.  I don't know anything about that.  If that is important - then you should check into it).I liked the camera so much, that I just bought another one and it should be arriving any minute now!"
4.0,Love these v3 Cams...with a couple of irritations.,"  Love these v3 Cams...with a couple of irritations. I now have 11 of these installed outside and inside our home, having replaced all of the older gen cams from other brands (Arlo, Blink, etc.) I feel like I'm finally satisfied with my security surveillance between the Ring alarm and these cams. I have just a couple of minor irritations which I hope will resolve as Wyze evolves the firmware and the software of the app: (1) The so-called ""Detection Zones"" actually do...NOTHING! I have used them for the past few months to try to remove tree limb and shadow motion from the detection zones of some of the outside cameras, and I can't see that they do anything at all. I've read all of the forum posts about this, and my conclusion is that they do nothing at all. I have the latest firmware as of August 12, 2021. Motion is still detected in the excluded zones even though I have taken care to make the detection zones oversized in every case. Maybe future firmware will actually allow detection zones to work. (2) The Android app (current as of August 12, 2021) DAILY needs to be force-stopped and restarted to get the cameras to load live video. Sometimes, more than once daily. I can't relate it to anything but the cameras/app. WiFi signal strength is consistently measured very high at all locations (I have TP-Link Deco 9 mesh) and my broadband is Gigabit service (measured.) Restarting the app works in 99% of the instances, but I have one or two cams that have required a power reset. Overall, though, I can say that I am very happy with my system now. With the Arlos, in particular, it seems I would leave town on a trip and within a couple of days the Arlo hub would be offline with no one home to do a power reset, so the cams were useless for the entire time I was away. With Wyze v3 cams, that has never happened. I do have Cam+ on all of these cameras, since I got a deal for unlimited for hundred bucks a year. The Cam+ features need some work too, but Wyze seems committed to improving those features. I do have SD cards in all of the cams, and I love the ability to watch back in the app from the SD cards when I want to see a time period just prior to or just after a cloud recording event. I have never been satisfied with my WiFi cam experience until now, and seriously considered going to the expense of pulling wire through the attic for an Ethernet/Hard Drive system before trying the Wyze cams. I'm happy, and I avoided the drudgery and expense of pulling all that wire. I also like the ability to key a camera siren from the app for a few seconds if I want to. I've used this mostly to get animals off the porch and/or patio."
1.0,Not Worth the Money,"  I just want to focus on what was lacking in the setup procedure.  The quick guide does not give any clues on how to extend the base.  Do I just pull as hard as possible and hope for the best, is there a release button?  I did resort to pulling the base from the camera, and nothing broke.  The base on this unit was very tight, which may be a good thing in the long run.  There is no explanation on the use of nor how to insert the SD card.  It took two tries to get it oriented correctly.  However, I have not been able to find a setting for accessing the card.  The Wyze website is useless in addressing these issues.  After using the camera for two weeks, I can say it is not the product I expected.  First, I have not been able to get a sound notification, which is really useful and necessary.  Second, after the trial period expires, the recorder is set to record for 12 seconds.  During the trial period, it can vary from 24 and up.  So, the purpose is to get you to buy a subscription to their service.  There is a very minute drawing for inserting the SD card, but it is really small.  I had to use a flashlight, angled just right in order to see it.  This is a very disappointing product.  Update:  after the trial period lapsed, the camera recorded only a still image for each event.  As noted by others, the camera then waits five minutes to record anything else.  The playback speed is limited to X1 for events you watch on your phone.  My Samsung Galaxy S10 does not make a sound for notifications, unlike my dog who is great at notifications.  All in all a completely useless device for home security, unless you want to give Wyze some more of your money."
1.0,"""Works with Alexa"" is a lie","  Updated V3 to the latest firmware 4.36.0.280. Still getting the message on Alexa ""Wyze - Live mode not supported"" which means your Alexa show devices will NOT work. Using ""Alexa show me the camera"" tries to connect, tries again, and fails. I cannot use the camera for its intended use. Contacting wyze support was not possible. Sat waiting for chat for hours. Then they showed up in chat for 6 seconds and dropped me. I have the full transcript of this. Works ok (not great) with their app so I will probably keep it anyway."
3.0,"First cam, but with some issues","  Been using it for few weeks and so far so good, but it does have some flaws.Set up was really easy.  Download the app, follow the instructions and within less then 5 minutes I had mine set up.Although it is 1080p HD, the quality can be a bit blurry.  So far I have not been able to make out the license plates but I knew it wasn't going to give me crisp clarity on the image for $30+ device.  All I needed was to detect people and cars which is perfect for that.Now for night vision, I have to give it thumbs up.  Matter of fact, the night vision seems to give more details then the daylight vision in my eyes and it looks great.I have two cam and at first I set up only one cam with the cable that came with the box and the responses time on the app was quick but after connecting the other cam with the 20ft cable, it does lag a little bit as others have mentioned but eventually I got used to it.Audio  This is where it has one of it's flaws.  If you raise the volume up, you can definitely hear a static noise or white noise (as many have mentioned on forums).  I don't think it interferes with the receiving end as when I speak people can hear it clearly without the static noise but on my phone I can hear it and the problem seems to be unsolved as there are many forums and complaints online regarding this.Memory.  When you set it up it offers you two weeks cloud for free so you can try it out and upgrade to Camplus with a small fee.I went for the 32 GB microSD card which is the best way for me.  A site mentioned that you can go higher capacity as well.  This allows all videos to be recorded on the SD card 24/7.  I think I can go full 4 days max in HD which is not a problem as I can always transfer the recording to my phone with the app right away.Notification isn't too bad but most times I get notified quick (between 5-10 sec) but other few times it can be up to 30 sec and up.Overall it is a cheap cam that works well besides few minor things that I mentioned.The app is easy to use with the functions that I need are all there from sensitivity level to covering open areas for detection notice.The audio issue made me think about returning it, but I'm going to hold onto it and see if any future update will be able to fix it."
5.0,Perfect camera for DIY home security,
1.0,Glitch City,"  I've had this camera set up for about a week.  It has the newest firmware installed and the newest Android app being used to monitor it.  I can view the video stream for 30 seconds at most before it just stops streaming video.  It doesn't matter if I have it in HD, SD, or 360p streaming mode.  It doesn't matter if I have a strong 4G, 5G, or wifi connection.  It just freezes 100% of the time.  Restarting the app restarts the stream, but then it freezes again 30 seconds later.  It's inexcusable in this day and age for a company of this size to have a product performing so poorly right out of the box."
1.0,Garbage and bad customer service,  Cameras are junk and fail to connect or freeze all the time. The Cameras say they have 100% signal yet you can't watch live stream or play back without it freezing. Customer service is horrible too. I have wyze cam 2 Cameras which are okay and I bought two of the cam 3 and bought cam plus licenses but only 2 were activated. Tried to get another license for the 3rd camera and it deactivated the two other licenses. Contacted wyze and they were useless and took over 60 dollars for three one year subscriptions to cam plus and said there's nothing they could do. I returned the Cameras and I will never buy another wyze product again.
5.0,Great Cams for the money,  Used a few of these V2 and V3 for 2 of my houses. I opted for these cause the plug in power over battery/solar. Can also purchase online extended micro usb cables 20ft to 100ft if needed. Another plus was the video playback option with sd card slot. Don't need to pay a monthly/yearly subscription for video playback. Only thing is after your card starts filling need to start removing files you don't need. Motion detection without the upgrade can be a problem. Headlights at night to bugs to trees/leaves can set it off. The v3 plus upgrade can help with that. If not leave it as is and just get the alerts. So on a daily need to be checking and clearing files if you got a small Gig card. Clarity not the greatest when zooming in but when people are up close easily identifiable! Sound MIC all work like most cam/doorbells.
5.0,Best mini Camera i have ever purchased.,"  I had ordered another camera, and it did not  live up to my expectation.  So I returned it back to Amazon, I hear about this one from a friend and decided to get one.  It is small easy to install and it gives me the option of adding a SD card to the bottom of it.  I can talk if someone is in my home and tell them they being recorded etc.  Or if the kids are home I can monitor them without them knowing.  I decided to hide my camera inside a small bird house that i purchased in the dollar store.  The top of the house opens up so I was able to put it there,  it come with a round metal plate that i glued to the inside of the bird house and sleep in the camera, covering up the camera with lollipop sticks.  It is awesome, i will purchase for family and friends who need that added security...  I will paint the house later on, but it works for me...Thank you"
1.0,Horrible camera & service,"  Do not buy this for home security- Apparently their AI deletes  or crops all persons or people alert from you events on recording so that they can charge you for something that was a not an issue when we first started using the wyze cam few years back. They downgrade their software or camera features with every update and come up with a subscription plan for deleted features, soon they will lose all customers. Simple motion detection recording from 3 years back had more useful alerts than the one with new current ""AI"".( axxhle intelligence, lol) Strong pass as a home security camera as its definitely pointless to get these for that purpose. Stay away!"
