Rating,Title,Text
1.0,Frustrating waste of time,"  I have a brand new Slant Fin boiler that was installed this summer. Boilers are 2 wire systems without a C wire. Knowing this, I installed a 24v transformer to power the Amazon thermostat. Used Rc and C to power it, R and W went to the boiler. Powered right up. Went through all the various selection screens,  select wires, select boiler etc. Connected to my mesh system just fine. Last screen was to connect to Alexa. Tried approximately 6 times, no joy.  Texted support. Their pearls of wisdom was to unplug the thermostat and try again, and to delete and reinstall the Alexa app. Wasted an entire afternoon on this piece of crap. Sending it back.Update:Installed a HoneywellHome smart thermostat today with the exact same wiring that didn't work with the Alexa thermostat. Even connected it to Alexa and had her control the Honeywell thermostat. So either I got a bum Alexa thermostat or it doesn't work with a boiler and a separate power supply.Update #2I installed a new Amazon smart thermostat at my son's house today. Went well, took 2hrs including the time it took to run new 5 conductor wire with a blue ""C"" wire to replace the 4 conductor R, W, Y, G wire. Two things, it had him connected his phone by Bluetooth to the thermostat. I don't remember having to do that. He has a furnace, I have a boiler. I still think these don't work on boilers."
1.0,Garbage!,"  The single worst thermostat ever designed!  The ONLY way to configure and setup the thing is to use Alexa, only via on your phone!  In my case, I hired a tech and PAID him to come out and help set this thing up.  Well, as the only way to connect is via the Alexa app, guess what?The thing would not connect to my network.  This  behavior despite numerous other Amazon devices connecting to my network just fine.  And, as there is no manual way to configure this thing up, I was dead in the water.Here's the real issue:  Amazon through its manufacturer purchased the cheapest Wireless Ethernet chip they could get.  The end result is that it may connect to some, but not to others' networks.  If you are one of the ones that this piece of crap wireless chip doesn't connect to, you ARE screwed!I then spent over TWO HOURS on the phone with tech support to no avail whatsoever.  Nothing worked!  I had to reboot my router (which I really don't appreciate!) and that did nothing.  Reconnecting the old thermostat was not possible as my tech left and I had a very cold night.  I saved nothing buying this crummy thermostat, and will end up paying much more than if I had bought a more reputable brand in the first place.Come on, Amazon, spend some money on a good Wireless chip for this device!"
5.0,"Bargain ""smart"" thermostat. Barebones, elegant and works. Nothing compares.","  I have had two of these since the day they were released. Preordered after first hearing about them and was excited for the features, direct connectivity with the Alexa environment and of course, the price.Simple to install (disclaimer- I am an engineer and know HVAC systems) and I only had to make one small wiring change to my existing HVAC system. Hooking up a thermostat is not always as simple as moving some wires - you actually need to understand what those wires do and your original system might not be quite ""standard."" In my case, there were some ""extra"" wires hooked up to the old Honeywell smart thermostats that were in the house when we bought it.Amazon and Honeywell have made a valiant attempt to consumer-proof this item but it is still a bit tricky to get working. Multiple configurations and settings have been integrated in to the ""which wires are connected"" wizard in the app and Amazon could do a little better on offering compatibility information before the purchase. I will say this, I have had absolutely dismal experience with Honeywell smart devices and am thankful that the Amazon layer is in place between them and Hw. That said, it's a new item and Amazon is assuredly still learning and developing their support for it.I am a bit frustrated with manual control on the device. It's a bit confusing what you might be changing when you press the circle and then start pressing the up/down arrows. I keep turning the fan mode from ""auto"" to ""on"" at the device. Easy to set in the Alexa app but not intuitive on the wall. Voice commands work OK. We just use ""set the temperature"" and as long as we remember to say ""upstairs or downstairs thermostat"" is all works fine. In auto-changeover mode (heat and cool set to automatically switch) the voice command is a bit tricky and Alexa likes to argue with us about it. I generally just use the app though. We're not much for ""schedules"" with our HVAC and generally run the systems manually in this new ""we're-always-at-home world.""Definitely like the units. Best price-point and simple design win. And it works. None of the complex front panel features of the $300 competitors do anything for me and in this world of integrated design, paying more than $100 for a thermostat (literally $15 of parts!!!) is just dumb. Lots of manufactures price-gouging naïve customers out there..."
4.0,"Great Price, But Updates Needed","  So I own many Alexa devices and for the price on this thermostat, especially since I needed two, I was willing to take the chance it might not quite be ready for prime time. Now my house is newer and didn't have any issue with the C wire, etc., and I had the luxury of already having Honeywell thermostats as well. So that made my replacements very easy, as I only had to pop off the existing head unit and click the new on. That was it!  However, not sure if Amazon was having some server issues, but the only problem I ran into was connecting the thermostat(s) to Alexa/my network. That took some different turns, failures, errors, etc., to which I did see a message at some points that said server unresponsive. So that might have been what the issue was there. Anyway, I had to jump on a call for 15 mins and came back to try running through the setup again.. boom, worked like a charm.Now the interface within the Alexa App for the thermostat is a bit slow, but I assume they will improve that performance in short order.  On the app settings, it is strange to me that there are only 3 temp mode settings, which are Home, Away and Sleep. With other thermostats I owned, you could set up more than that, which was nice. I prefer to have a wake mode, away mode, Home mode and sleep mode, which allowed me to have unique temps. You do have 4 total event changes you can setup a day, but with only 3 temp modes, I can't use 4 unique temp change events that I like to have. However, I assume Amazon will continue to upgrade the software as this product ramps up and bring in more settings. Additionally, it was nice with another thermostat I used, where you had a hold mode, which offered you a quick way to jump into the app and click a button to hold temps at a more aggressive lower/higher designated degree while you were gone for a weekend or more. You can't really use the ""Away"", because you need all three temp modes for your normal usage and as of right now, there is no hold mode on the app.All in all, this budget thermostat is well worth the money and I am sure Amazon will continue to drop updates, making this better and better. I was an early adopter of Alexa and those products/software are light years better than those days. So looking forward to seeing a few more optimization and advancements to this product over time, but a solid offering at an awesome price point."
5.0,Simple Setup and Seamless Integration,"  Purchased three of these to replace three existing older model honewell thermostats that controlled one A/C unit, one furnace, and two heat pumps. Installation was easy, just follow the directions SLOWLY. I highly recommend purchasing a voltage tester if you're doing this on your own to make sure you don't shock yourself during installation.Once issue I ran into because I was rushing through the installation process on the third thermostat controlling one of the heat pumps was that I mistakenly told the system that it was pumping out cool air when in reality I hadn't given it a chance to heat up. This caused the system to think (I believe) that I installed the wiring incorrectly and adjusted itself which caused the heating mode to use the AC instead of the heat.I fixed this by going into the settings for the thermostat in question, clicking on ""Thermostat configuration"" and selecting ""HVAC Type."" Once there I took a look at the configuration of the unit by clicking on ""Reversing valve"" and notcing ""B (O/B on Heat)"" was selected when the originaly setup used the ""O"" wire. To change this configuration I selected ""O (O/B on Cool)"" and then went to the thermostat and held the ""o"" button, as prompted by the app, in order to implement this change. Once I held the button and waited for the countdown on the thermostat to finish, the system reconfigured itself and hot air began to blow again when heat was on.Hopefully this mishap and troubleshooting will help others who rush through the setup process and mistakenly tell the system that the air blowing out of your vents is cool when in reality it is just taking some time to heat up.One way Amazon may be able to help mitigate this issue would be to encourage those setting up the device to WAIT at least 2-3 minutes until you can select whether cold or hot air is blowing from the vents.Overall I am very happy with the products' functionality and appearance, and especially am a big fan of the seamless integration with all of other smart home devices I have connected through Alexa."
3.0,Cold & Heat Reversed (Initially),"  I have a heat pump and wired the thermostat based on the instructions in the app. When we turned it on after wiring, connection to internet and the app was fine but noticed that it was heating when it should have been cooling. Double checked all of the wiring and everything looked fine. Looked on the internet and there were suggestions for the Nest thermostat, but all of the research seemed to indicate my wiring was correct. After speaking with Amazon support and resetting the thermostat, they finally referred me to the Resideo support. Called them and after an hour on the phone, we realized it was a setting in the app. Under the thermostat configuration > HVAC type, I had to select “Reversing valve” and change it to “B (O/B on heat)”. Once I did that, it started working properly. App is OK but I think it could use some improvement."
5.0,Very Pleased,"  I installed the Amazon thermostat this afternoon. Relatively easy install as long as you keep in mind how many HVAC systems there are and the possible wiring combinations. The install works If you have done the preparation of checking your wiring and thinking through the instructions. I had no problems until a glitch connecting to the internet. It was an issue with my wifi6 router. After thinking that through, everything connected and we are all set up. I recommend that those who have problems think about the problem before throwing a hissy fit. This is not a $250 thermostat. You've got to work with what you've got and think it out. It's not perfect but for the price point and it's basic functionality, this is pretty damn good!"
3.0,"Mostly good start, then it just goes to mediocre","  Installation was MOSTLY easy. Just as I was starting the connection from the app, the app crashed. When I got it back up, then my internet happened to have an outage for 4 hours (obviously not the greatly of Amazon ..I hope).I set a schedule and seemed to go week for a week...until I tried some manual changes. If I raised the temperature, either through the app or the thermostat directly, within a few minutes, it just reverts back to the scheduled temp. There doesn't seem to be a place to set a timer for the temporary change -and if there is, the app is a HORRIBLE place to get around in to find anything!The app is RIDICULOUS!I'm taking this down and going to switch to either a Nest or Wyze thermostat.I actually thought this would work well coming from Amazon."
4.0,If you have an electric heatpump READ THIS!,"  So the install ""wizard"" isn't perfect or even polished at this point.  I've installed wifi thermostats before, Honeywell makes this one so I figured it would be easy enough since I've done those before.  The first mistake was thinking that Amazon would have their act together on this.  Not the case...IF YOU HAVE AN ELECTRIC HEATPUMP SYSTEM IMPORTANT INFO!  In my case my 2010 era Carrier system had one specific wire that caused me an issue:  W/White with no other identification.  I knew this was heat but was unsure do I hook it up to W?  W2?  The install wizard asked me for what wires I had, and then completely NEGLECTED to indicate hooking up ""W"" at all!  The guided wizard would be amazing if it actually worked... if you pause to long during the process there is no ""resume"" and you start over from scratch which is annoying.Called Amazon support, and discussed the W/W2 situation with them, they of course can't help with wires but did give me a 1-800 number to call for Honeywell/Resideo.  They were very helpful and indicated because it was a heatpump system, use W2(aux) - they mentioned the ""gray"" labelled alphabet on the wire hookup guide was for a standard/classic system and thus because I had a heatpump which is ""nonstandard"" and W was part of the ""gray standard wires"" that is the logic to use W2(aux) instead.  Great info, now why could I not find that in any documentation?So Amazon, fix the wizard so you provide additional resources if the wires the customer indicates they have do not match up with your database, the fact they just ignored a whole wire when they asked for that specific information directly was big red flag on how rushed this product really is.  Also, if you run through setup and during diagnostics they have an issue and say ""call us"" you are exited from the wizard and have to completely reset the thermostat from scratch and start at step 1.  Basically my time spent to install was simply fighting with the wizard and one simple question that I couldn't get answered easily.  Hindsight is to just pretend you are installing a Honeywell instead and look up a real install guide!Overall it seems to work fine, I like the option for the fan to be ON/AUTO/CIRCULATE as I love the intermittent circulation option.  I dislike the fact there is no voice command to change this setting.Best part is its a CHEAP thermostat that looks good, and while its no NEST its a better looking Honeywell with Amazon smarts to help learn your patterns so we'll see how it goes!"
5.0,Literally setup in 10 minutes!,"  Well my pre-ordered Thermostat arrived today exactly on time. Opened the box and followed the instructions and boom! 10 minutes setup and running like a champ. I have quite a few other Alexa devices and I have to say this was probably one of the easiest to setup. Granted I am a bit of a DIY’er and understand a little electrical, but really as long as you can plug wires into a connector and hang a picture you can install this thing. Honestly, I was a bit apprehensive since most of these devices (the good ones anyway) are much more expensive. I’m so glad Amazon can offer a great product at a great price. Ahh now to sit back and let the thermostat set the temp without having to think about it."
3.0,"Seems like it was rushed to market, not yet fully featured","  I was excited to get one of these thermostats, but have been disappointed in its use.The installation instructions were completely missing a step and also left out some helpful/essential details.  That was frustrating (but not as frustrating as the help from Amazon support.....).When I finally got the unit installed and operating, there were a number of surprised, none of them good.  For example, there's no way to use Alexa to turn the thermostat completely off, or to turn it on if it is already off.  This can be done through the Alexa app, so why can't it be done via voice command, too?Another disappointment - the minimum temperature you can set it to is 50°F (10°C).  Why not lower?  Amazon support agents obfuscated and offered fantasy excuses, but there's no underlying reason why this limit was set.  This is supposed to be an ""energy saving"" thermostat, but the coolest you can have your house (eg, if you're out of town for a week) is 50°?  That's crazy.  My older thermostat went down to at least 40°.Another disappointment.  The device measures humidity as well as temperature, but you can't use an Alexa command to be told what it is.  It shows the humidity in the Alexa app, so why can't it tell you, too?Another disappointment.  You can't set, by voice, a future time to raise or lower the temperature.And don't get me started on ""hunches"".  Alexa guessed wrong every time with its hunches for what to do with the temperature, but I did discover one kinda spooky thing.  Alexa knows when I go to the toilet!  I went to the toilet in the middle of the night - didn't turn any lights on, didn't touch my phone, just tiptoed to the bathroom, did what needed to be done, and returned back to the bedroom.  But Alexa somehow had a hunch that someone was up, and so turned the temperature up to full daytime temperature.  I can only guess it was listening to the sounds from the bathroom.  Yuck.Some other Alexa commands are greeted with a response ""That has not been implemented yet"" which suggests there is an ongoing development path for the device.  But a shame that more hadn't been implemented prior to its release."
1.0,Awesome but missing main thing read below,"  This is missing the heat indicator a little red flame icon when heat is on.  it is present on device but not on when heat is on, how ridiculous how could you create something so awesome and forget like the most important thing??? I have to open alexa app this dumb also it opens on home then you have to go to devices page and then it shows up as a favorite put this on home screen so easy to get to. At least app shows heating is on in red letters.  I got say again  how ridiculous does anyone even test these products before selling them.  See pictures one of thermostat with heat on no way to know, other of the app page and you can see the word heating.  The thermostat has this icon because when you change temperature it comes on for a few seconds,  do a firmware or software upgrade get this fixed or I am sending it back as I hope every single person who has bought one until fixed. So I am giving 1 star fix it you will get for sure a 4 star or 5 star from me, only had this a few days but it has great potential and change app Alexa so thermostat is more easily accessible.  I will add then if you touch thermostat it lights up arrow keys and the heat indicator also as well as when changing setting it lights the little red flame icon. But still show the little red heat when heat is on I don't have cooling but assuming it is the same. Who tests these products,  wake up man your missing it. I want to buy more of these but not going to until fixed and if not soon I will send back and get a competitor product. Again. Ridiculous to ha e to touch the face of this thermostat in certain spot to see if heat is (little red flame) please do call me and I will explain if you don't understand I update my phone number thanks.Additional stupid: can't set temperature below 50 degrees so this rules out using in my garage, please fix this asap. Like at least 40 degrees. On above little red flame at least make this an option to show if heat is on."
5.0,you must know what system you have before starting.,"  First, know your existing system, furnace, heat pump, etc.Take pictures of your existing wiring and carefully follow instructions. I am 73 and not a tech guru. I got it to work. I had a wire in the wrong place but a quick call to the tech resolved that in minutes. She patiently guided me through the resetting and now it works like a charm.I do not see the basis for negative reviews, if I could do it, anyone can.It also looks good."
1.0,Never made it past PROVISIONING FAILURE,"  The physical installation was easy. Unfortunately the connection to the app was a total dead end. I got to the part where you select the wifi network that you want to connect to. I selected our normal wifi that everything else is connected to and it thinks for about a minute before displaying:Provisioning FailureSorry, an issue occurred during device setup. Please try again. (3.14.0.3).I spent about 2 hours with tech support who did not even know what the item was or did. They kept transferring me to ""specialist"" after ""specialist"" who would ask me the same questions before deciding I needed a different ""specialist"" that deals with this item. The final person I spoke with asked me if it responded when I said ""Alexa"" and seemed very confused when I told him that a thermostat doesn't have a speaker to talk back to me.I rebooted, I deleted and reinstalled, I cycled modems and routers, I updated software on everything, I manually entered my wifi, I soft reset, I factory reset, I must have tried at least 200 times to get it to work, but nothing. Every single time I get the same Provisioning Failure message and no one at amazon can help me fix it.I figured, must be a defective unit so...I ordered another one. THE SAME EXACT PROBLEM. I cannot believe that Amazon is putting their name on this awful product. I am grateful for Amazon's return policy."
4.0,Fantastic value for the price. Some hiccups need to be ironed out in future models.,"  There is no better value smart thermostat on the market. Even being lighter on complex features than some, the price gap is so huge, what you get for the price still blows all the ""big name"" smart thermostats out of the water.I also love the brightness adjustment, especially being able to turn it all the way off. My ""inactive"" setting is 0 just because the sleek/clean/blank look is nice and keeps it from being a focal point.Pros:-VERY easy install and if you have very little to no experience with wiring a thermostat, the Alexa app walkthrough is super thorough. The actual panel unit where wires attach is much cleaner and easier than the old clunky screw block style.-Sleek design. Someday I'll fill old holes and paint the wall so I can remove the beauty plate, but even as-is it looks great.-Straight forward to use in the Alexa app but still has all the manual on-unit controls you'd be used to on a standard thermostat.-PRICE. Again, for $80 I don't think you can get a better thermostat.Cons:-Software is a bit glitchy in my experience so far. Ex: Within the schedule If I adjust the desired temperature for ""Heat: Active at Home"", it auto-adjusts the same field under ""Cool"" settings. I don't want that. If I set my ""At Home"" heater setting to 71 and my ""At Home"" AC setting to 73, I expect those to persist. When I switch the heat setting say from 71 to 73, my ac setting(separate setting all together, unrelated in the app) will mysteriously go from 73 to 70 or some other weird adjustment as if those 2 numbers can never be the same. It doesn't make sense.-Limited customizability on schedule setting. You get 4 settings and you cannot rename them. ""Home"", ""Active Home"", ""Away"", ""Sleep"". Working from home, those titles aren't 100% perfect and some days I need at least 1 additional setting. Other than programming things in a very basic and minimalist way to get the product out quickly, I can't think of a reason. What I name my settings and how many I use in a day wouldn't impact anything and should absolutely be part of the software.Overall, any  downsides are well within the threshold of my acceptance for the price. If a $250 Nest had those issues, I'd be emailing their support or returning it. For $80, this thing performs WELL above it's price point so I can't complain about the little details!"
4.0,Some hassle but now it's working,"  This thermostat was easy and straight forward to install. I have an older home so I had to also install the c wire adapter. No problems there.It seems to be working well now and is pretty consistent, but it took some fiddling. Originally, it would turn the heat down to my preferred away temp when I left the house, even when my wife was still home. I tried setting our home location on her Alexa app and turned on permissions but no luck. I chatted with three different people in the app and was told that it only responds to one person, the one on the Amazon account. Since my wife and I share an account, it wouldn't work correctly. I thought that was really dumb, so I left a one star review. Within a couple days I started getting phone calls and emails from Amazon about my review. Apparently, they don't want any bad reviews. Anyway, they told me to set my wife's home location and turn on liston permissions (like I had already done). They must have changed something because it is now working.  The heat only goes down when both of us leave.I like how is working now but I took off a star for the trouble."
1.0,Pretty useless without the app-updated,"  OK, the headline might not make sense to you.  After all, this is intended to be an IoT device, why complain about controlling it from the device itself?  The reason is using the app or an Echo device to control this is sometimes inconvenient since you have to issue 3 commands; (1) turn on the thermostat (2) set the mode and (3) set the temperature.  Alexa freaks out if you combine these.  Cumbersome if you just came home and want to turn on the heat.  Yes, I know there are front panel controls on the thermostat.  Problem is they just don't work most of the time for me.  Forget about the idea of learning your habits.  You will get heating or cooling when you don't want it and have the fan only running at other times.I also don't like the idea that this does not play well with Google Home.My suggestion is to take a pass on this and try one of the other alternatives.Update--I've given up on this thermostat and will install the old one tomorrow.  The Amazon ""Smart"" thermostat keeps changing the temperature (though Alexa hunches are supposed to be off) or deciding that the fan should run constantly.  I've dropped the review to one star.  Can you give zero???"
5.0,Works great for 3-zone hydronic baseboard heaters,"  I pre-ordered three of these for my 3-zone hydronic heating system and so far they work great.  It was easy to install and set up, the only finicky bit was ganging and running the three c-wires to the single com terminal on my taco control board.  So far I have only used the hunch function for setting/changing temperatures, not schedule, but it seems i can set different temperatures for each zone, for home, away, and sleep.  For $60 each these together cost less than a single comparable Nest ... a great value, especially if you're already invested in the Echo ecosystem!My main complaint is that I have to dig through the Alexa app to get to control these, as opposed to having a dedicated dashboard, but that's not even enough to take off a star.  Will try to update if my experience changes."
4.0,Very basic 1st Generation Amazon Smart Thermostat,"  Read all the reviews as many cover the short commings of this thermostat.Does it work as advertised?  Yes.  It does what it promises but it could be so much more powerful.Pros:1.  Tasteful design.  I do like that it blends right into the wall and isnt visually calling attention to itself.  In a narrow hallway, you will likely walk right past it on a day-to-day basis.  Perfect.2.  Integrates perfectly with Alexa.  Getting Alexa to discover the thermostat was bullet proof.Cons:1.  Installation instructions are horrible.  The reliance upon a phone app to install is the wrong approach especially if you want to hand the job over to a 3rd party HVAC company.  If you are lucky enough to have wiring that is ready to go, you can do the installation yourself.  I really dont believe that everyone fits into that category and having the instructions available fully printed for a HVAC tech would not have been difficult.  Also, the wiring wizard was nice but should also have been available from a website for a HVAC tech.  The wiring wizard also was buggy in that there were optional wiring choices that were on separate UI panels and moving back and forth on the panels unchecked choices.  It was a mess.  The QR code was printed on the manual which can easily be thrown away which is undoubtedly going to happen.  The QR code sticker should also be on the backplate so it can never be lost.2.  Alexa voice control is underwhelming.  If Alexa already knows the daily weather forcast, I would expect a lot more 'smarts' about advising what to do next for scheduling.  I am not interested in the hunch feature.  It should be saying, 'I've noticed the forecast is calling for freezing temperatures.  Would you like to adjust your thermostat?'  Nope. Just dumb old Alexa complaining she doesnt understand or cant because I have selected an automatic range.  The Alexa app is devoid of statistics.  I want to see efficiency charts.  Nope.3.  Local rebates are non existent for where I live.  Be sure to check in advance if you are expecting a rebate of any kind.Would I purchase this again if I had to do it over?  YesWould I recommend this to someone?  Depends.  If they must replace an older thermostat, sure.  If they have a working semi-smart thermostat, no.  There isnt much value here and its impossible to say if you are saving money in the long run."
1.0,Broken software. Alexa doesn’t work. Fails at main function.,"  Have an Ecobee in one house. Installed this in another since it was cheaper. Has already cost me money in wasted fuel.Install was ok. Instructions were adequate. Didn’t like the wire harness. Extremely tight fit for old work and it was very hard to stuff wires into the wall, unit, and location to cover the old thermostat holes with the plate.The software is broken!!! Completely broken! I had several failures.Schedule mode. Can’t add, delete, or remove times and temperatures. It simply forgets, sets it’s own or resets to an random other temp. Alexa and the unit don’t sync settings properly. Completely useless.Alexa mode. The hunches worked fine the first day when home. Was away a couple days. Decided that it needed to set my heat to 78 at 4:52 AM since it hunched someone was home. Why? Wrong! Complete failure. Propane is massively expensive. Super angry. Max temp setting was 74.Doesn’t respect the temperature limits. Resets them on its own.Lowest heat temperature is 50. Why?Wish I would have bought another Ecobee."
2.0,Kinda disappointed. Not easy to control device without talking to Alexa.,"  All we need is a thermostat you can easily control with your smartphone or computer.We primarily use Google Home, but Im not a fan of Nest devices and they are a bit pricey. I figured this Amazon thermostat was inexpensive and had the features we needed. However, Amazon really only built this thing for people who like to talk to Alexa.1) Device does not work with Google Home. -- Kinda a jerk move from Amazon considering Nest devices are supported on Alexa, but whatever. I knew this when I bought it.2) You can't control via the web. -- This is annoying as it limits your ability to control the thermostat on many devices. You cant even control from alexa.amazon.com3) Controlling the thermostat from the Alexa App is a huge pain. The app is complex, loads slowly, and takes 4-5 clicks before you reach the thermostat to change the temperature. I also, cant find a way to share the thermostat with family members so I just have them all logged into my Amazon Alex app.In an idea situation the thermostat would function like this:- Save a deep link directly to your thermostat controls. One click opens controls and you can change temp.- Make a widget that allows you to change temperature without opening an app.- Allow control of the temperature from a web interface with deep linking enabled."
5.0,So far so good,"  I went from an original nest to the Amazon smart thermostat.  My nest was still working but it wasn’t connecting well with my echo devices, something since a google change that I didn’t want to deal with anymore.  Being in a cold state and with winter coming, I wanted to replace the six year old device also, so timing was perfect.$60 for this thermostat is a great deal.  It has a nice neutral look and is subtle, something I really love.  The buttons can be a little difficult to see, but we don’t change the thermostat often once programmed so that should be a small concern over time.  We also can adjust by using Alexa, which adds more convenience for that.It’s a little early to comment on its ability to handle smart schedule, but it seems like we are off to a good start.  I don’t like complex schedules, and someone is always home so every day will be pretty identical.  If you’re aiming for simple like us, this is a good route to go.Installation wasn’t hard.  I took pictures of the old set up and just went through the Alexa walk through step by step.  Select your wires or take a picture, it makes it easy to do everything after that.  I recommend not attaching to the wall, it makes setting the wires easier, attach after they’re in place.I spent about ten minutes on installing the device, half of that waiting for the connection to set up and choosing if I wanted the back plate or not.  It ran through a few diagnostics and confirmations then we were set.Overall, I’m happy.  It’s too early to give a definitive response on that now, but I’ll update if anything changes."
1.0,Extremely disappointed. It is not a thermostat,"  I am an Amazon product fan and own Alexa’s, Fire products. I was excited about this thermostat since announcement and purchased right away.However i must say this is the first worst product I ever saw from Amazon product range.It is not a thermostat, it’s just a replica toy. It gives user all satisfaction to change and adjust temperatures, create schedule and all AI stuff.But it never adjusts AC for that. My furnace was running almost 24 hours when set between 69-72 F in Auto mode So Room maintained over 80 degrees all the time. I am worried for my energy bill and life of my HVAC due to thisScreen turns off automatically and never comes back to life. So literally I have to unplug it and plug backAlexa app doesn’t respond immediately and 3 out of 5 times doesn’t even open. Once opens it gives error that thermostat is offlineI had to literally turn off thermostat in night to prevent roasting us and killing my HVACDuring winter I would manually turn on and run my air conditioner to cool the house 4-5 times because this thermostat keeps running heat.Basically I manually adjusted temperature 4-5 times a dayChecked all wiring and connections and everything is ok.I finally decided to replace it with ecobee and paid twice the price. But right away after I replaced it my house temperature is normal. It’s perfect now.My recommendation: don’t buy for now. May be in few months when Amazon fixes all issues perhaps you may want to try.I still trust Amazon if they can send rockets to space, they will fix this too 😀"
2.0,"Hunches don't work, Schedule is off by a random number of hours, and it only connects to one phone.","  This is not our first 'smart' thermostat. Install was not difficult, but if you have any kind of special cases and get out of sequence with the step-by-step instructions, it will not allow you to complete the setup. It's a git too rigid.Once installed we came up against a few issues, and I will list them all in the order they were discovered.Singe phone/account only.My wife and I share an Amazon account, but it is not the same account it's a family connection between our two accounts. But when I try to add the thermostat to her phone, it wants to install it all over again. there is no way for us both to control the thermostat. This seems a little short-sighted.HunchesOne of the things I loved about the description of this thermostat was that Alexa would guess when you were going to bed, or leaving the house. But again, one of the main ways it would know you were leaving the house was by the location of your phone. That said, this will only work for a single person since it only recognizes one phone. Based on motion etc, it did OK at might mostly (although some nights it took 4 hours to realize we had gone to bed) but as to leaving the house, it almost never changed on its own.ScheduleNext, we went to set up a schedule. We have had scheduled thermostats for 30 years - analog first, then digital. I would set up a schedule and nothing would happen, then at completely random times, it would change the temperature. I had read a review somewhere, though I could not find it again, that the thermostat was apparently programmed to the wrong time zone. I first tried to 'trick' it by using Pacific time (we live in the east.) That didn't work. I'm now in the process of trial and error to figure out what time zone it is set for. You can only set it in increments of 15 minutes, so it takes hours to do by trial and error to figure out what time zone might be right. There is no way to see what time the device thinks it is, but the Alexa app where you're creating the schedule should know the time anyway. It turns our smart plugs on and off on intricate schedules all the time, so I don't understand why this does not work the same way.There are still three ways to set the temperature that work every time.Voice commandsManual temp change on the one connected phonePushing the buttons on the device itself.The only problem with these is you have to remember to do them. If you leave the house and forget that you didn't turn down the heat until lunchtime, you've just run the furnace for 4 extra hours. The whole point of a SMART Thermostat is that it remembers for you.All that said - it does actually correctly turn the heat on and off as expected, just not on its own.Edit: We found the time zone that works - you must set the times to Brazilian time - for us that is 2 hours early - at least now, during standard time. So instead of turning up the heat at 5:45 am, we set it to 3:45 AM and it comes up as expected. - I guess that means the thermostat is smart - just not from around here."
4.0,"Thermostat ""decided"" not to heat my home one night, in 10 degree weather!","  Setting the thermostat up in Alexa is easy enough.  I don't use a schedule but allow alexa to use the smart tech to control the temp as it sees fit, based on if it things people are awake, asleep, in the home, etc.  It's been fine for over a week, albeit a little chilly (I like it around 70 in the winter, not 68) but nothing unordinary.  It doesn't seem to be tracking energy usage in any helpful way.  As with all pro climate change indoctrinated things, the app seems more concerned about O2 emissions than how much electricity or gas is used.  No charts or graphs like my old Emerson thermostat had.But the thing that killed me was that one night the thermostat just decided that it wasn't going to heat my home all night.  I went to be at 10:30.  And woke up to a house at 59 degrees.  There's no way for me to tell if the thermostat actually turned on at night even once since the app doesn't provide much in the way of historic data (run time, heating time, fan time, etc.) and there's no information as to WHY the thermostat decided to freeze me out, considering that it was about 10 degrees outside much of the night.  I have the threshold set so that the coldest the house can get is 62 degrees.  How did it drop below this??  How did the thermostat allow this??  I know this is a new item for Amazon, getting into the home heating and cooling biz, but come on...more details in alexa about energy usage and historical data would be nice, and actually stick to the thresholds.  Man, if it was 20 below zero outside like it was last week...I would have woken up to a 30 or 40 degree home!"
5.0,SIMPLY GREAT. Simple to set up,  Finally Amazon built a thermostat just for Alexa (Thermostat is manufactured by Honeywell).  My house was built in 1963.  The furnace wiring did not have an additional power wire that is required so I added a C-Wire power adapter 24 volt that plugs into my wall plug (Adapter also bought from Amazon) Ran the connecting ends to the thermostat wall harness.  Connected the original wires from the furnace.  Red wire to the R wire connector marked R on the wire harness. Green wire to G connecter marked G on the wire harness and White to White and Blue to Blue and last the C-wire adapter wires one to the C connector marked C and one to the wire harness Rc connector marked Rc on the wire harness.The wire harness is the base for the Amazon thermostats.  Plugged in the C-Wire power adapter into the wall plug.  Attached the front of the Amazon thermostat to the wall plate that has all the wire connected to it.  Turned the breaker back on and the thermostat came on.  Followed the simple instructions in the Alexa apt and set up my new thermostat.  Very easy to program.  The White numbers on the thermostat are easy to see from across the room and are not intrusive.  Now if I needed it warmer or cooler I just tell Alexa what temperature I want the thermostat set to and Alexa does it and it's done.  Simple and easy and I love it.  And you can check your Alexa thermostat with you phone from anywhere and adjust it if you want.  Buy this unit you'll be happy.
4.0,"So far, so good.","  Installation went smoothly, and the app provides short videos. However I do believe Amazon could have provided a bit more information on R and Rc, as it isn't clear that the little slider connects R to Rc as if it had a wired jumper in place, for those that only have 1 wire.I like that I can put the furnace fan on circulate without the heater part running, but I do wish I could set up the interval of how often it runs. That seems to be up to the thermostat to decide and so far it hasn't been consistent at all. I have to go in each time and do it manually otherwise.The quality of the mounting bracket and thermostat itself is pretty good, especially for the price.  The display is a bit fuzzy (intentionally), and mostly monotone with limited amounts of information. For example, my old thermostat told me the time, which was nice. But this one only shows the temperature and a couple of icons.One thing I really don't like is having to go into the Alex app to adjust the thermostat or look at the temp. Amazon really needs to create an option of an independent app or at the very least a widget for the thermostat. The Alexa app is so slow and it takes a long time to drill down to the thermostat. I can't always ask Alexa to tell me the temperature, so a quickly accessed widget or app would be great.Overall pretty good though, and nice to finally see a much cheaper alternative to the overpriced Nest thermostats."
